name,county,type,contact_person,phone,email,sub_county,nearest-landmark,lat,lon
Silanga Community Clinic,Nairobi,Hospital,,,,Kibra, ,-1.31766,36.7994
Silibwet Dispensary,Nakuru,Hospital,,,,Kuresoi,Pombo Centre,-0.51394,35.71791
Silibwet Dispensary (Bomet),Bomet,Hospital,,,,Bomet Central,Bomet,-0.43822,35.20883
Silibwet Health Centre (Nyandaruawest),Nyandarua,Hospital,,,,Nyandarua West,Boiman,-0.03864,36.29032
Siloam Hospital,Kericho,Hospital,,,,Kericho,Kericho,-0.35835,35.27805
Siloam Mediacl Clinic,Kitui,Hospital,,,,Kitui Central,Kwa kinyai shopping centre,-1.41814,38.04258
Siloam Medical Centre,Kiambu,Hospital,,,,Ruiru,Githurai 45,-1.21314,36.9287
Siloam Medical Clinic,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Kakamega,0.26392,34.75209
Siloam Medical Clinic ( Pokot Central),West Pokot,Hospital,,,,Pokot Central,Sigor,1.48701,35.47105
Siloam Medical Clinic (Kajiado),Kajiado,Hospital,,,,Kajiado North,Kiserian,-1.38423,36.6553
Siloam Medical Clinic (Kieni East),Nyeri,Hospital,,,,Kieni East,Toll,-0.02687,37.06186
Siloam Medical Clinic (Malindi),Kilifi,Hospital,,,,Malindi,Malindi,-3.228,40.11308
Siloam Medical clinic(Kwanza),Trans Nzoia,Hospital,,,,Kwanza,Kitale,1.10201,35.06732
Silverdine Medical Centre(lancet hse),Nairobi,Hospital,,,,Dagoretti North,Nairobi,-1.29621,36.80817
Simba Health Centre,Kajiado,Hospital,,,,Mashuru,Emali,-2.15929,37.59477
Simba Opepo Dispensary,Kisumu,Hospital,,,,Kisumu East,Kisumu,-0.0475,34.79305
Simbi Dispensary,Bomet,Hospital,,,,Sotik,Sotik,-0.72591,35.05906
Simbi Kogembo Dispensary,Homa Bay,Hospital,,,,Rachuonyo North,Oyuma Market,-0.36474,34.62989
Simbi Roses Clinic,Murang'a,Hospital,,,,Gatanga, ,-0.99493,37.02271
Simbiri Nanbell Health Centre,Homa Bay,Hospital,,,,Rachuonyo South,Kosele Market,-0.42618,34.70728
Simboiyon Dispensary,Nakuru,Hospital,,,,Subukia,Near Subukia town,0.07971,36.24398
Simenya Dispensary,Siaya,Hospital,,,,Ugunja,Sega Township,0.15676,34.36433
Similani Medical Clinic,Kilifi,Hospital,,,,Magarini,Marereni,-2.86147,40.14847
Simotwet Dispensary,Bomet,Hospital,,,,Konoin,Simotwet,-0.46979,35.2936
Simotwet Dispensary ( Koibatek),Baringo,Hospital,,,,Koibatek,Eldama Ravine Town,0.08051,35.74476
Simotwo Dispensary (Eldoret East),Uasin Gishu,Hospital,,,,Eldoret East,Eldoret,0.7894,35.41068
Simotwo Dispensary (Keiyo),Elgeyo Marakwet,Hospital,,,,Keiyo South,Eldoret,0.21973,35.53799
Simpol Dispensary,West Pokot,Hospital,,,,Pokot Central, ,1.52941,35.56133
Simrose Medical Clinic,Turkana,Hospital,,,,Turkana West,Lokichoggio,4.24126,34.3986
Sina Dispensary,West Pokot,Hospital,,,,Pokot South,Sina,1.26711,35.36548
Sinai clinic,Kitui,Hospital,,,,Mwingi East,Kaai,-0.99936,38.35623
Sinai Maternity and Medical Clinic,Kiambu,Hospital,,,,Ruiru,Githurai 45,-1.20396,36.93137
Sinai Medical Services,Kitui,Hospital,,,,Mwingi Central,Mwingi Town,-0.93538,38.06043
Sinai Mount Hospital,Kajiado,Hospital,,,,Kajiado North,Ongata Rongai,-1.39607,36.7559
Sindo Drop In Centre,Homa Bay,Hospital,,,,Suba,Sino Town,-0.55,34.13
Singawa Medical Centre,Mombasa,Hospital,,,,Likoni,Mombasa,-4.0835,39.6546
Singiraine Dispensary,Kajiado,Hospital,,,,Kajiado Central,Mile 46,-1.91876,36.49617
Single Mothers Association of Kenya (Smak),Nairobi,Hospital,,,,Starehe,Nairobi,-1.2852,36.821
Singorwet Dispensary,Bomet,Hospital,,,,Bomet Central,Silibwet Market,-0.73111,35.30556
Sino Dispensary,Homa Bay,Hospital,,,,Rachuonyo South,Orembe Market,-0.44663,34.76677
Sinoko Dispensary (Bungoma East),Bungoma,Hospital,,,,Bungoma East,Ndivisi Market,0.65232,34.6906
Sinoko Dispensary (Likuyani),Kakamega,Hospital,,,,Lugari,Moisbridge,0.86778,35.07629
Sinonin Dispensary,Uasin Gishu,Hospital,,,,Eldoret West, ,0.1968,35.37688
Sinonin Dispensary (Koibatek),Baringo,Hospital,,,,Koibatek,Sinonin,0.06907,35.67801
Sio Port District Hospital,Busia,Hospital,,,,Samia,Sio Port,0.22515,34.02132
Siomo Dispensary,Bomet,Hospital,,,,Konoin,Siomo,-0.56171,35.38235
Siongi Dispensary,Kericho,Hospital,,,,Bureti,Tebesonik,-0.58232,35.0931
Siongiroi Health Centre,Bomet,Hospital,,,,Chepalungu,Siongiroi Girls Secondary School,-0.89144,35.21049
Sipili Catholic Dispensary,Laikipia,Hospital,,,,Laikipia West,Sipili Town,0.40978,36.3737
Sipili Health Centre,Laikipia,Hospital,,,,Laikipia West,Sipili Town,0.40426,36.3797
Sipili Maternity and Nursing Home,Laikipia,Hospital,,,,Laikipia West,Sipili,0.40737,36.37903
Sirakaru Dispensary,Bungoma,Hospital,,,,Bungoma North,Naitiri,0.72574,34.89712
Sirata Dispensary,Baringo,Hospital,,,,Baringo Central,Marigat,0.45825,36.10045
Sirata Oirobi Dispensary,Samburu,Hospital,,,,Samburu Central,Sirata Oirobi.,1.04762,36.64921
Sirate Health Centre (Manga),Nyamira,Hospital,,,,Manga,Magombo Market,-0.89002,34.75043
Sirembe Dispensary,Siaya,Hospital,,,,Gem,Wagai(Ondisore)Shopping Centre,0.09503,34.4
Sirende Friends Dispensary,Trans Nzoia,Hospital,,,,Trans Nzoia West, ,0.98226,35.04271
Siret Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.07912,35.25655
Siriba Dispensary,Kisumu,Hospital,,,,Kisumu West,Maseno Town,-0.00079,34.61057
Sirikwa Peace Dispensary,Nakuru,Hospital,,,,Kuresoi,Sirikwa,-0.25942,35.66689
Sirimba Dispensary,Busia,Hospital,,,,Bunyala,Port Victoria,0.14419,34.05895
Sirimon Dispensary,Meru,Hospital,,,,Buuri,Sirimon,0.04147,37.22044
Sirisia Hospital,Bungoma,Hospital,,,,Bungoma West,Sirisia,0.75389,34.50905
Sironoi GOK Dispensary,Nandi,Hospital,,,,Chesumei,Kapsabet,0.31355,35.08735
Sironoi SDA Dispensary,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.31555,35.0949
Siruti Dispensary,Migori,Hospital,,,,Awendo,Awendo Market Center / Siruti Village,-0.87812,34.50121
Sirwa Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.19964,35.23556
Sirwa Dispensary (Mogotio),Baringo,Hospital,,,,Mogotio,Mogotio,0.17711,35.77176
Sisenye Dispensary,Busia,Hospital,,,,Bunyala,Port Victoria,0.1493,34.011
Sisi Kwa Sisi Medical Clinic,Machakos,Hospital,,,,Mwala,Wamunyu,-1.41006,37.56491
Sisiya Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West,Kapsowar,0.99472,35.58785
Sisokhe Dispensary,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Sisokhe,0.4331,34.61191
Sister Medical Clinic,Nakuru,Hospital,,,,Nakuru,At Zakayos,-0.30783,36.07105
Sisters Maternity Home (Simaho),Garissa,Hospital,,,,Garissa,Garissa,-0.45487,39.63867
Sisto Mazoldi Dispensary (Rongai),Nakuru,Hospital,,,,Rongai,Near Rongai Town,-0.17708,35.8695
Sitatunga Dispensary,Trans Nzoia,Hospital,,,,Trans Nzoia East,Kitale,1.10395,35.09968
Sitoi Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.0929,35.18068
Siu Dispensary,Lamu,Hospital,,,,Lamu East,Siu,-2.10934,41.08097
Siveta Dispensary,Kitui,Hospital,,,,Tseikuru,Siveta Market,0.24862,38.3248
Sivilie Dispensary,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Navakholo Mkt,0.46955,34.696775
Siwadhe Medical Clinic,Siaya,Hospital,,,,Siaya,Siaya Town,0.0742,34.18147
Siwo Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.14379,35.23542
Siyiapei (AIC) Dispensary,Narok,Hospital,,,,Narok North,Narok,-1.08896,35.95531
Skans Health Care Centre,Mombasa,Hospital,,,,Kisauni,Mombasa,-4.01782,39.68419
Skanska Dispensary,Garissa,Hospital,,,,Lagdera, ,0.78304,39.3296
Sky Way Medical Clinic,Meru,Hospital,,,,Imenti South,Kionyo Market,-0.07129,37.65672
Skyhill Medical Centre,Nairobi,Hospital,,,,Dagoretti North,Stage 2,-1.27951,36.75728
Skylit Medical Clinic,Nairobi,Hospital,,,,Kamukunji,Garissa Lodge,-1.27817,36.85169
Sloam Medical Clinic,Lamu,Hospital,,,,Lamu West,Mpeketoni,-2.38859,40.69896
Slope Optician,Kirinyaga,Hospital,,,,Kirinyaga Central,Kagio,-0.37668,37.15427
Slopes Medical Clinic,Meru,Hospital,,,,Imenti North,Timau Market,0.08655,37.24182
Slum Medical Clinic,Nairobi,Hospital,,,,Kibra, ,-1.31404,36.79157
Smiles Medical Centre,Nairobi,Hospital,,,,Westlands, ,-1.27038,36.74537
Snocx Medical Clinic,Vihiga,Hospital,,,,Sabatia, ,0.11684,34.77104
Snowview Medical Clinic,Meru,Hospital,,,,Imenti North, ,0.08353,37.23961
Soba River Health Centre,Nandi,Hospital,,,,Tinderet,Nandi Hills,-0.07379,35.26395
Soceno Pharmacy,Meru,Hospital,,,,Imenti North,Meru Town,0.04627,37.65321
Sochoi (AIC) Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.14438,35.26499
Sochoi Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.14501,35.3089
Social Service League (Nairobi ),Nairobi,Hospital,,,,Starehe,Bus station,-1.28575,36.82878
Soget Dispensary,Narok,Hospital,,,,Trans Mara East,Murgan Market,-1.0378,35.0472
Sogon Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.55762,35.81618
Sogoo Health Centre,Narok,Hospital,,,,Narok South,Ololulunga,-0.81931,35.5809
Soin Health Care - Mfangano Street),Nairobi,Hospital,,,,Starehe,City Market,-1.28514,36.82707
Soklo Dispensary,Homa Bay,Hospital,,,,Mbita,Sena,-0.46828,34.03159
Soko Medical Clinic,Kiambu,Hospital,,,,Lari,Soko Mjinga Market,-0.88699,36.59224
Sokoke Dispensary,Kilifi,Hospital,,,,Ganze,Vitenegeni,-3.52547,39.78235
Sokoke Medical Clinic,Kilifi,Hospital,,,,Ganze,Sokoke,-3.38052,39.7369
Sokoni Arcade VCT,Nairobi,Hospital,,,,Dagoretti North,Nairobi,-1.27974,36.7414
Soldier,Nyeri,Hospital,,,,Kieni East,chaka,-0.21566,37.00055
Soldier Medical Clinic,Nyeri,Hospital,,,,Kieni East,Chaka,-0.35947,37.0085
Solea Medical Clinic,Murang'a,Hospital,,,,Kandara,Kandara,-0.89806,37.00264
Solian Dispensary,Baringo,Hospital,,,,Koibatek,Eldama Ravine,-0.00145,35.75613
Soliat Dispensary,Kericho,Hospital,,,,Kericho,Kericho,-0.32797,35.12091
Solio Dispensary,Nyeri,Hospital,,,,Kieni East,Narumoru,-0.24643,36.94881
Sololo Makutano Dispensary,Marsabit,Hospital,,,,Sololo,Sololo,3.5144,38.6483
Sololo Mission Hospital,Marsabit,Hospital,,,,Sololo,Sololo,3.55549,38.64136
Solution Medical Clinic,Garissa,Hospital,,,,Garissa, ,-0.45342,39.64287
Solyot Dispensary,Bomet,Hospital,,,,Bomet Central,Tarakwa,-0.79575,35.24704
Somare Dispensary,Marsabit,Hospital,,,,Moyale,Moyale,3.51784,39.0316
Sombo Dispensary,Tana River,Hospital,,,,Bura,Sombo,-0.59172,39.69671
Somo Medical Clinic,Murang'a,Hospital,,,,Gatanga, ,-0.936144,36.955
Sonak Clinic,Kakamega,Hospital,,,,Khwisero,Khwisero,0.173484,34.5755
Sondany Dispensary,West Pokot,Hospital,,,,Pokot South,Sondany,1.32569,35.42355
Sondu Health Centre,Kisumu,Hospital,,,,Nyakach,Sondu,-0.38696,35.0103
Songa Health Centre,Marsabit,Hospital,,,,Marsabit,Marsabit,2.24362,38.00373
Songeto Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.59368,35.55594
Songonyet Dispensary,Kericho,Hospital,,,,Kipkelion,Forttenan,-0.12453,35.4072
Sony Medical Centre,Migori,Hospital,,,,Awendo,Awendo,-0.89366,34.53335
Sooma Dispensary,Kitui,Hospital,,,,Katulani,Sooma shopping Centre,-1.4641,37.8918
Sopa Lodge Dispensary,Samburu,Hospital,,,,Samburu East,Kiltamany,0.60893,37.52455
Sopel Dispensary,Turkana,Hospital,,,,Turkana South,Lodwar,2.78931,35.52154
Sore Dispensary,Baringo,Hospital,,,,Mogotio,Mogotio,0.19831,35.75428
Sori Lakeside Nursing and Maternity Home,Migori,Hospital,,,,Nyatike,Sori,-0.84103,34.15471
Sorok Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.23909,35.76089
SOS Children Medical Clinic,Kisumu,Hospital,,,,Kisumu West,Kiboswa,-0.05882,34.73286
SOS Dispensary,Nairobi,Hospital,,,,Embakasi West,Nairobi,-1.27452,36.8748
Sos Medical Clinic (Eldoret East),Uasin Gishu,Hospital,,,,Eldoret East,Eldoret,0.51049,35.30426
Sosera Dispensary,Kisii,Hospital,,,,Masaba South,Sosera,-0.8623,34.98804
Sosian Dispensary,Laikipia,Hospital,,,,Laikipia West,Kinamba ( Sosian),0.43175,36.68142
Sosiana Dispensary,Narok,Hospital,,,,Trans Mara East,Murgan,-1.07158,35.03077
Sosiani Health Centre,Uasin Gishu,Hospital,,,,Eldoret West,Eldoret,0.56997,35.15882
Sosio Medical Clinic,Bungoma,Hospital,,,,Mt Elgon,Kaptama,0.87918,34.77702
Sosiot Health Centre,Kericho,Hospital,,,,Belgut,Kericho,-0.361,35.17356
Sosiot Medical Centre,Kericho,Hospital,,,,Belgut,Sosiot,-0.3636,35.17013
Sosit Dispensary,Kericho,Hospital,,,,Bureti,Kapkatet,-0.63916,35.16711
Sosoni Dispensary,Kilifi,Hospital,,,,Magarini,Wakala,-3.02795,39.323
Sostin  Dispensary,West Pokot,Hospital,,,,Pokot Central, ,1.5732,35.40925
Soteni Dispensary,Bungoma,Hospital,,,,Bungoma North,Naitiri,0.72676,34.8738
Sotik Health Centre,Bomet,Hospital,,,,Sotik,Sotik,-0.6941,35.10716
Sotik Highlands Dispensary,Nyamira,Hospital,,,,Borabu,Ikonge,-0.58546,35.05137
Sotik Town VCT,Bomet,Hospital,,,,Sotik,Sotik,-0.68964,35.11102
Sotit Dispensary,Bomet,Hospital,,,,Konoin,Sotit,-0.58079,35.36219
South B Hospital Ltd,Nairobi,Hospital,,,,Starehe,South B Shopping Centre,-1.31225,36.83669
South B Police Band Dispensary,Nairobi,Hospital,,,,Starehe,Nairobi South B shopping Centre,-1.31512,36.83465
South Eastern Kenya University (Seku) Health Unit,Kitui,Hospital,,,,Kitui Central,Kwa vonza Market,-1.00591,37.80472
South Horr Catholic Health Centre,Samburu,Hospital,,,,Samburu North,South Horr Market,1.78523,36.79277
South Horr Dispensary,Samburu,Hospital,,,,Samburu North,South Horr Market,2.09279,36.90593
South Ngariama Dispensary,Kirinyaga,Hospital,,,,Kirinyaga South,Itangi,-0.60691,37.4618
Southern Health Care,Nairobi,Hospital,,,,Langata,South C shopping center,-1.31398,36.82765
Sowa Medcal Clinic,Lamu,Hospital,,,,Lamu West,Hindi town,-2.17893,40.81533
Soweto Kayole PHC Health Centre,Nairobi,Hospital,,,,Embakasi Central,Corner Kayole Market,-1.26843,36.9211
Soweto Medical Clinic,Mombasa,Hospital,,,,Changamwe,Mombasa,-4.02856,39.61546
Soweto West Community Clinic,Nairobi,Hospital,,,,Kibra, ,-1.31633,36.77604
Soy Health Centre,Uasin Gishu,Hospital,,,,Eldoret West,Eldoret,0.67699,35.17256
Soy Resource Centre,Kakamega,Hospital,,,,Likuyani,Soy,0.68144,35.15509
Soy Sambu Dispensary,Kakamega,Hospital,,,,Likuyani,Soy Sambu,0.77699,35.10492
Soymet Dispensary,Bomet,Hospital,,,,Sotik,Sotik,-0.71065,35.15288
Soysambu (ACK) Dispensary,Bungoma,Hospital,,,,Bungoma North,Tongaren,0.77,34.8
Spa Nursing Home,Kiambu,Hospital,,,,Ruiru,Ruiru town,-1.14276,36.98239
Sparki Health Services,Mombasa,Hospital,,,,Mvita,Mombasa,-4.04195,39.66153
Special Provision Clinic,Nairobi,Hospital,,,,Embakasi West,Nairobi,-1.27597,36.89595
Special Treatment Clinic,Nairobi,Hospital,,,,Starehe,Nairobi,-1.27457,36.83137
Sportlight Empowerment Group,Nandi,Hospital,,,,Nandi South,Serem,0.06678,34.85958
Sports View CFW Medical Clinic,Kiambu,Hospital,,,,Ruiru, ,-1.19951,37.0312
Springs Health Care Clinic,Meru,Hospital,,,,Igembe Central,Kangeta Market,0.2752,37.88748
Springs of Life Lutheran Dispensary,Nairobi,Hospital,,,,Kibra,Olympic,-1.31089,36.77941
Springs of Patmos Health Services,Kiambu,Hospital,,,,Githunguri,Githiga Town,-1.08634,36.73342
Sr Rhoda Medical Clinic,Meru,Hospital,,,,Buuri,Timau,0.08032,37.2356
Srisathya Sai Medical Clinic,Nairobi,Hospital,,,,Westlands, ,-1.26386,36.76455
Ssema Medical Clinic,Kirinyaga,Hospital,,,,Kirinyaga West,Kagio,-0.62636,37.2557
St Agnes Clinic,Migori,Hospital,,,,Kuria West,Isibania,-1.24226,34.47657
St Agnes Health Care Clinic,Kisii,Hospital,,,,Sameta,Itumbe,-0.45415,34.46648
St Agnes Kiaganari,Embu,Hospital,,,,Embu East,Kathangeri,-0.397331,37.6092
St Akidiva Memorial Hospital,Migori,Hospital,,,,Migori,Migori Town,-1.16889,34.451
St Akidiva Mindira Hospital - Mabera,Migori,Hospital,,,,Kuria West,Mabera Market,-1.15184,34.44747
St Aloysius Gonzaga School Dispensary,Nairobi,Hospital,,,,Langata,Otiende shopping center,-1.32118,36.78362
St Andrew Umoja Medical Clinic,Murang'a,Hospital,,,,Kigumo,Iriguini,-0.76977,36.92981
St Andrews Kabare (ACK) Dispensary,Kirinyaga,Hospital,,,,Kirinyaga East, Kabare,-0.50575,37.32045
St Andrews Medical Clinic,Kilifi,Hospital,,,,Magarini,Gongoni market,-3.03411,40.1374
St Andrews Medical Clinic - Eldoret,Uasin Gishu,Hospital,,,,Eldoret West,Health Centre,0.65159,35.28453
St Andrews Othodox Clinic,Kakamega,Hospital,,,,Lugari,Makutano,0.734766,34.9587
St Angela Melici Health Centre,Kiambu,Hospital,,,,Kikuyu,Kingeero,-1.22872,36.70614
St Angela Merici Health Centre (Kingeero),Nairobi,Hospital,,,,Westlands,Near Wangige Town,-1.228851,36.706285
St Ann Hospital,Meru,Hospital,,,,Imenti South,Igoji Mkt,-0.19313,37.66709
St Ann Medical Clinic,Nakuru,Hospital,,,,Gilgil,Gilgil Town,-0.49964,36.3266
St Ann Medical Clinic (Naivasha),Nakuru,Hospital,,,,Naivasha,Mai mahiu centre,-0.98343,36.58651
St Anne (ACK) Dispensary,Murang'a,Hospital,,,,Kiharu,Muranga,-0.71746,37.15611
St Anne CFW Clinic,Kirinyaga,Hospital,,,,Kirinyaga East, ,-0.49619,37.05072
St Anne Kariene Dispensary,Meru,Hospital,,,,Meru Central,Kariene Market,-0.04068,37.66195
St Anne Medical Centre (Mombasa),Mombasa,Hospital,,,,Kisauni,Mombasa,-4.03561,39.69071
St Anne Mida Catholic Dispensary,Kilifi,Hospital,,,,Kilifi North,Gede,-3.20793,40.06075
St Anne's Cry For The World Clinic (Raimu),Kirinyaga,Hospital,,,,Kirinyaga East,Kianyaga,-0.49619,37.05072
St Annes Health Clinic,Kiambu,Hospital,,,,Kiambu,Ndenderu,-1.19268,36.7453
St Annes Medical Clinic Ongata Rongai,Kajiado,Hospital,,,,Kajiado North,Ongata Rongai,-1.42836,36.68933
St Annes Medical Health Centre,Nairobi,Hospital,,,,Roysambu,Nairobi,-1.20244,36.9038
St Ann's Clinic,Nairobi,Hospital,,,,Embakasi Central,Nairobi,-1.26843,36.9211
St Anns Medical Centre,Nairobi,Hospital,,,,Dagoretti South,Karandini,-1.30147,36.75371
St Anns Medical Centre,Kiambu,Hospital,,,,Kikuyu,Wangige,-1.22061,36.71544
St Anns Medical Clinic,Kajiado,Hospital,,,,Kajiado North,Kiserian,-1.38456,36.65987
St Ann's Medical Clinic,Mombasa,Hospital,,,,Changamwe,Mombasa,-4.03515,39.6011
St Anselmo Medical Clinic,Nairobi,Hospital,,,,Embakasi West,Umoja  Market,-1.28131,36.89648
St Anthony Lemek Dispensary,Narok,Hospital,,,,Narok South,Lemek Market,-1.61104,35.23889
St Anthony Medical Clinic,Kiambu,Hospital,,,,Limuru,Ngarariga,-1.08362,36.62139
St Antony Health Centre,Nakuru,Hospital,,,,Nakuru North,Maili Sita,-0.24857,36.14477
St Antony Medical Clinic,Embu,Hospital,,,,Manyatta,Manyatta,-0.41151,37.4502
St Antony's Abossi Health Centre,Narok,Hospital,,,,Trans Mara East,Abossi Market,-0.91528,35.05899
St Assisi Sisters of Mary Immaculate Nursing Home,Machakos,Hospital,,,,Athi River,Mlolongo,-1.36434,36.9351
St Augastine,Kiambu,Hospital,,,,Thika West,Juja,-1.09934,37.01669
St Augustine Youth Friendly Centre,Turkana,Hospital,,,,Turkana Central,Lodwar,3.1203,35.59682
St Austine Medical Clinic,Nyeri,Hospital,,,,Nyeri South,Othaya Town,-0.36603,37.265
St Barbara Mosocho Health Centre,Kisii,Hospital,,,,Kisii Central,Mosocho,-0.60007,34.74206
St Barkita Dispensary Utawala,Nairobi,Hospital,,,,Embakasi East,Embakasi,-1.2776,36.97533
St Barnabas Dispensary,Migori,Hospital,,,,Migori,Migori Town,-1.06209,34.457
St Basil's Catholic Dispensary,Embu,Hospital,,,,Manyatta,Karau Shopping Centre,-0.38588,37.46802
St Begson Clinic,Nairobi,Hospital,,,,Embakasi Central,Nairobi,-1.26124,36.91716
St Bennedticto Health Centre,Kilifi,Hospital,,,,Malindi,Malindi,-3.19804,40.11096
St Boniface Dispensary,Nandi,Hospital,,,,Nandi Central,Kapsabet,0.18331,34.94443
St Bridget's Mother & Child,Nairobi,Hospital,,,,Starehe,Nairobi,-1.27868,36.83993
St Bridgit Kalemunyang Dispensary,Turkana,Hospital,,,,Loima,Lorugum,2.73571,35.36434
St Brigids Girls High School Dispensary,Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,0.89074,34.92186
St Brigitas Health Centre,Uasin Gishu,Hospital,,,,Wareng,Eldoret,0.50341,35.23573
St Camillus Health Centres,Kiambu,Hospital,,,,Gatundu,Kiganjo,-0.97026,36.79111
St Camillus Mission Hospital,Migori,Hospital,,,,Nyatike,Sori,-0.8123,34.1983
St Cathene Ichuni Mission,Kisii,Hospital,,,,Masaba South,Keroka,-0.79012,34.94382
St Catherine's Health Centre,Nairobi,Hospital,,,,Dagoretti North,Kawangware 46,-1.28321,36.75265
St Catherine's Napetet Dispensary,Turkana,Hospital,,,,Turkana Central,Lodwar,3.11178,35.61719
St Cecilia Nursing Home,Nyeri,Hospital,,,,Nyeri South,Othaya Town,-0.32964,36.56689
St Charles Lwanga Dispensary,Kiambu,Hospital,,,,Limuru,Limuru,-1.11859,36.62635
St Charles Lwanga Health Centre,Kakamega,Hospital,,,,Lugari,Koromaiti,0.62801,34.88434
St Christopher Dispensary,Kajiado,Hospital,,,,Kajiado North,Ongata Rongai,-1.39597,36.74149
St Claire Dispensary,Busia,Hospital,,,,Nambale,Nambale,0.459119,34.2802
St Clare Bolo Health Centre,Kisumu,Hospital,,,,Nyakach,Kolwenyi,-0.34803,34.87407
St Clare Dispensary,Nakuru,Hospital,,,,Molo,Elburgon,-0.29319,35.78881
St Clare Medical Clinic,Nairobi,Hospital,,,,Embakasi South,Nairobi,-1.30929,36.8876
St Consolata Clinic,Kisumu,Hospital,,,,Kisumu East,Kisumu,-0.06069,34.77912
St Damiano Nursing Home,Bungoma,Hospital,,,,Bungoma South,Bungoma,0.55324,34.55635
St David Medical Clinic,Nyandarua,Hospital,,,,Kipipiri,Rironi,-0.31081,36.49229
St David's Health Care,Machakos,Hospital,,,,Machakos,Mutituni,-1.45599,37.24917
St Eliza Medical Clinic,Nairobi,Hospital,,,,Langata,Mashimoni Village,-1.31079,36.79016
St Elizabeth Chiga Health Centre,Kisumu,Hospital,,,,Kisumu East,Kisumu,-0.09891,34.84461
St Elizabeth Health Centre,Narok,Hospital,,,,Narok South,Narok,-1.58868,35.8338
St Elizabeth Lorugum Health Centre,Turkana,Hospital,,,,Loima,Lorugum,2.90477,35.2055
St Elizabeth Lwak Mission Health Centre,Siaya,Hospital,,,,Rarieda,Lwak,-0.13,34.35
St Elizabeth Medical Clinic Bakarani,Mombasa,Hospital,,,,Kisauni,Mombasa,-4.01516,39.69247
St Elizabeth Nursing Home,Nakuru,Hospital,,,,Nakuru,Nakuru Town,-0.30091,36.07377
St Faith Medical Clinic (Kimana),Kajiado,Hospital,,,,Loitoktok,Kimana,-2.80114,37.53689
St Florence Medical Care Health Centre,Nairobi,Hospital,,,,Westlands,Nairobi,-1.27167,36.74297
St Francis Com Hospital,Nairobi,Hospital,,,,Kasarani,Nairobi,-1.22429,36.9046
ST Francis dispensary,Machakos,Hospital,,,,Machakos,Katani market,-1.52252,37.26762
St Francis Health Centre,Meru,Hospital,,,,Tigania West,Kianjai,0.12529,37.71704
St Francis Health Centre (Nairobi North),Nairobi,Hospital,,,,Roysambu,Nairobi,-1.22429,36.9046
St Francis Health Centre (Nakuru Central),Nakuru,Hospital,,,,Subukia,Subukia,0.10642,36.27621
St Francis Health Clinic,Kiambu,Hospital,,,,Kiambu,Banana Town,-1.17339,36.75765
St Francis Medical Clinic (Machakos),Machakos,Hospital,,,,Machakos,Kola,-1.70568,37.34588
St Francis Medical Clinic (Thika),Kiambu,Hospital,,,,Thika West, ,-0.137926,36.25
St Francis of Assis Dispensary,Homa Bay,Hospital,,,,Rachuonyo South, ,-0.52931,34.74842
