name,county,sub_county,nearest-landmark,lat,lon,type
St Annes Health Clinic,Kiambu,Kiambu,Ndenderu,-1.19268,36.7453,Hospital
St Annes Medical Clinic Ongata Rongai,Kajiado,Kajiado North,Ongata Rongai,-1.42836,36.68933,Hospital
St Annes Medical Health Centre,Nairobi,Roysambu,Nairobi,-1.20244,36.9038,Hospital
St Ann's Clinic,Nairobi,Embakasi Central,Nairobi,-1.26843,36.9211,Hospital
St Anns Medical Centre,Nairobi,Dagoretti South,Karandini,-1.30147,36.75371,Hospital
St Anns Medical Centre,Kiambu,Kikuyu,Wangige,-1.22061,36.71544,Hospital
St Anns Medical Clinic,Kajiado,Kajiado North,Kiserian,-1.38456,36.65987,Hospital
St Ann's Medical Clinic,Mombasa,Changamwe,Mombasa,-4.03515,39.6011,Hospital
St Anselmo Medical Clinic,Nairobi,Embakasi West,Umoja  Market,-1.28131,36.89648,Hospital
St Anthony Lemek Dispensary,Narok,Narok South,Lemek Market,-1.61104,35.23889,Hospital
St Anthony Medical Clinic,Kiambu,Limuru,Ngarariga,-1.08362,36.62139,Hospital
St Antony Health Centre,Nakuru,Nakuru North,Maili Sita,-0.24857,36.14477,Hospital
St Antony Medical Clinic,Embu,Manyatta,Manyatta,-0.41151,37.4502,Hospital
St Antony's Abossi Health Centre,Narok,Trans Mara East,Abossi Market,-0.91528,35.05899,Hospital
St Assisi Sisters of Mary Immaculate Nursing Home,Machakos,Athi River,Mlolongo,-1.36434,36.9351,Hospital
St Augastine,Kiambu,Thika West,Juja,-1.09934,37.01669,Hospital
St Augustine Youth Friendly Centre,Turkana,Turkana Central,Lodwar,3.1203,35.59682,Hospital
St Austine Medical Clinic,Nyeri,Nyeri South,Othaya Town,-0.36603,37.265,Hospital
St Barbara Mosocho Health Centre,Kisii,Kisii Central,Mosocho,-0.60007,34.74206,Hospital
St Barkita Dispensary Utawala,Nairobi,Embakasi East,Embakasi,-1.2776,36.97533,Hospital
St Barnabas Dispensary,Migori,Migori,Migori Town,-1.06209,34.457,Hospital
St Basil's Catholic Dispensary,Embu,Manyatta,Karau Shopping Centre,-0.38588,37.46802,Hospital
St Begson Clinic,Nairobi,Embakasi Central,Nairobi,-1.26124,36.91716,Hospital
St Bennedticto Health Centre,Kilifi,Malindi,Malindi,-3.19804,40.11096,Hospital
St Boniface Dispensary,Nandi,Nandi Central,Kapsabet,0.18331,34.94443,Hospital
St Bridget's Mother & Child,Nairobi,Starehe,Nairobi,-1.27868,36.83993,Hospital
St Bridgit Kalemunyang Dispensary,Turkana,Loima,Lorugum,2.73571,35.36434,Hospital
St Brigids Girls High School Dispensary,Trans Nzoia,Trans Nzoia West,Kitale,0.89074,34.92186,Hospital
St Brigitas Health Centre,Uasin Gishu,Wareng,Eldoret,0.50341,35.23573,Hospital
St Camillus Health Centres,Kiambu,Gatundu,Kiganjo,-0.97026,36.79111,Hospital
St Camillus Mission Hospital,Migori,Nyatike,Sori,-0.8123,34.1983,Hospital
St Cathene Ichuni Mission,Kisii,Masaba South,Keroka,-0.79012,34.94382,Hospital
St Catherine's Health Centre,Nairobi,Dagoretti North,Kawangware 46,-1.28321,36.75265,Hospital
St Catherine's Napetet Dispensary,Turkana,Turkana Central,Lodwar,3.11178,35.61719,Hospital
St Cecilia Nursing Home,Nyeri,Nyeri South,Othaya Town,-0.32964,36.56689,Hospital
St Charles Lwanga Dispensary,Kiambu,Limuru,Limuru,-1.11859,36.62635,Hospital
St Charles Lwanga Health Centre,Kakamega,Lugari,Koromaiti,0.62801,34.88434,Hospital
St Christopher Dispensary,Kajiado,Kajiado North,Ongata Rongai,-1.39597,36.74149,Hospital
St Claire Dispensary,Busia,Nambale,Nambale,0.459119,34.2802,Hospital
St Clare Bolo Health Centre,Kisumu,Nyakach,Kolwenyi,-0.34803,34.87407,Hospital
St Clare Dispensary,Nakuru,Molo,Elburgon,-0.29319,35.78881,Hospital
St Clare Medical Clinic,Nairobi,Embakasi South,Nairobi,-1.30929,36.8876,Hospital
St Consolata Clinic,Kisumu,Kisumu East,Kisumu,-0.06069,34.77912,Hospital
St Damiano Nursing Home,Bungoma,Bungoma South,Bungoma,0.55324,34.55635,Hospital
St David Medical Clinic,Nyandarua,Kipipiri,Rironi,-0.31081,36.49229,Hospital
St David's Health Care,Machakos,Machakos,Mutituni,-1.45599,37.24917,Hospital
St Eliza Medical Clinic,Nairobi,Langata,Mashimoni Village,-1.31079,36.79016,Hospital
St Elizabeth Chiga Health Centre,Kisumu,Kisumu East,Kisumu,-0.09891,34.84461,Hospital
St Elizabeth Health Centre,Narok,Narok South,Narok,-1.58868,35.8338,Hospital
St Elizabeth Lorugum Health Centre,Turkana,Loima,Lorugum,2.90477,35.2055,Hospital
St Elizabeth Lwak Mission Health Centre,Siaya,Rarieda,Lwak,-0.13,34.35,Hospital
St Elizabeth Medical Clinic Bakarani,Mombasa,Kisauni,Mombasa,-4.01516,39.69247,Hospital
St Elizabeth Nursing Home,Nakuru,Nakuru,Nakuru Town,-0.30091,36.07377,Hospital
St Faith Medical Clinic (Kimana),Kajiado,Loitoktok,Kimana,-2.80114,37.53689,Hospital
St Florence Medical Care Health Centre,Nairobi,Westlands,Nairobi,-1.27167,36.74297,Hospital
St Francis Com Hospital,Nairobi,Kasarani,Nairobi,-1.22429,36.9046,Hospital
ST Francis dispensary,Machakos,Machakos,Katani market,-1.52252,37.26762,Hospital
St Francis Health Centre,Meru,Tigania West,Kianjai,0.12529,37.71704,Hospital
St Francis Health Centre (Nairobi North),Nairobi,Roysambu,Nairobi,-1.22429,36.9046,Hospital
St Francis Health Centre (Nakuru Central),Nakuru,Subukia,Subukia,0.10642,36.27621,Hospital
St Francis Health Clinic,Kiambu,Kiambu,Banana Town,-1.17339,36.75765,Hospital
St Francis Medical Clinic (Machakos),Machakos,Machakos,Kola,-1.70568,37.34588,Hospital
St Francis Medical Clinic (Thika),Kiambu,Thika West, ,-0.137926,36.25,Hospital
St Francis of Assis Dispensary,Homa Bay,Rachuonyo South, ,-0.52931,34.74842,Hospital
St Francis of Assisi Dispensary,Kiambu,Ruiru,Ruiru Town,-1.08775,36.57236,Hospital
St Francis Tinga Health Centre (Kipkelion),Kericho,Kipkelion,Kipkelion,-0.09618,35.44679,Hospital
St Frank Dispensing Centre,Kiambu,Ruiru, ,-1.14632,36.95391,Hospital
St Freda's Cottage Hospital,Trans Nzoia,Trans Nzoia West,Kitale,0.95905,34.90891,Hospital
St Gabriel Health Centre,Kiambu,Gatundu,Gatundutown,-1.03347,36.91802,Hospital
St Gladys Njoga Clinic,Kajiado,Kajiado North,Upper Matasia,-0.528165,36.1313,Hospital
St Grace Medical Clinic,Mombasa,Changamwe,Mombasa,-4.03027,39.62555,Hospital
St Hellens Clinic,Migori,Nyatike,Muhuru Bay,-0.998839,34.096314,Hospital
St Hillarias Medical Clinic,Mombasa,Changamwe,Mombasa,-4.03523,39.62078,Hospital
St Immaculate Clinic,Machakos,Athi River,Athi River,-1.32541,37.0161,Hospital
St James Angilcan Church of Kenya Kiaritha Dispens,Kirinyaga,Kirinyaga Central,Kerugoya,-0.48811,37.26856,Hospital
St James Clinic,Kiambu,Thika West,Juja town,-1.13528,37.0942,Hospital
St James Clinic,Kitui,Kitui Central,Kitui,-1.37594,38.02345,Hospital
St James Medical Centre,Nairobi,Roysambu,Next to stage 29/30,-1.25502,36.86656,Hospital
St James Medical Clinic,Nairobi,Kibra, ,-1.31448,36.78291,Hospital
St James Medical Clinic,Nakuru,Molo,Elburgon,-0.30445,35.80882,Hospital
St Jane Nursing Home,Kisumu,Nyakach, ,-0.33158,34.8456,Hospital
St John Afya Bora Medical Clinic,Murang'a,Kiharu,Kiangochi,-0.76103,37.13195,Hospital
St John Baptist Ikalaasa Mission Dispensary,Machakos,Mwala,Wamunyu,-1.53406,37.67106,Hospital
St John Catholic Dispensary (Nyeri North),Nyeri,Kieni East,Mweiga,-0.498076,37.1546,Hospital
St John Cottage Health Centre,Nakuru,Nakuru North,Maili Kumi,-0.15936,36.10559,Hospital
St John Hospital,Nairobi,Roysambu,Nairobi,-1.20244,36.9038,Hospital
St John Marieni Dispensary,Meru,Meru Central,Mariene Market,-0.01727,37.64397,Hospital
St John Medical Centre,Nairobi,Embakasi Central, ,-1.2755,36.9105,Hospital
St John Medical Clinic,Machakos,Machakos,Mlolongo Market,-1.345,37.134,Hospital
St John Medical Clinic (Nyeri North),Nyeri,Kieni East,Gakawa,-0.01612,37.00686,Hospital
St John Medical Surgical Centre,Laikipia,Laikipia West,Sipili town,0.40689,36.37735,Hospital
St John Ndururumo Medical Clinic,Laikipia,Nyahururu,Nyahururu,0.03369,36.36389,Hospital
St John Orthodox Dispensary Kahuho,Kiambu,Kikuyu,wangige,-1.12826,36.60522,Hospital
St Johns Ambulance,Nairobi,Starehe,Nairobi,-1.2852,36.821,Hospital
St John's Clinic,Trans Nzoia,Trans Nzoia West,Within Kitale town,1.01438,35.00267,Hospital
St John's Community Centre,Nairobi,Kamukunji,PumwaniI Maternity Hospital,-1.28242,36.84545,Hospital
St John's Community Clinic Njiru,Nairobi,Kasarani,Njiru Market,-1.249,36.9433,Hospital
St John's Dispensary (Kithoka),Meru,Imenti North,Mugene Market,0.10536,37.65948,Hospital
St Johns Health Care,Kajiado,Kajiado North,Kitengela,-1.57598,36.95786,Hospital
St John's Karabach Dispensary,Homa Bay,Rachuonyo South,Karogo Market,-0.58861,34.69433,Hospital
St John's Nyabite,Nyamira,Nyamira,Nyabite,-0.54529,34.92065,Hospital
St Johns Thaita (ACK) Dispensary,Kirinyaga,Kirinyaga Central,Thaita,-0.45793,37.2611,Hospital
St Jones &Ring Road Health Clinic,Kisumu,Kisumu East,Kisumu,-0.12409,34.75811,Hospital
St Josef Medical Clinic,Kiambu,Ruiru,Ruiru Town,-1.14715,36.96063,Hospital
St Joseph (ACK) Kanyariri Dispensary,Kiambu,Kikuyu,Wangige,-1.2403,36.69546,Hospital
St Joseph (EDARP) Clinic,Nairobi,Kamukunji,Shauri moyo market,-1.29048,36.84683,Hospital
St Joseph Brothers,Nyeri,Kieni West,Mweiga,-0.31765,36.91315,Hospital
St Joseph Catholic Dispensary (Igembe),Meru,Igembe South,Kangeta Market,0.27962,37.8894,Hospital
St Joseph Catholic Dispensary (Laikipia East),Laikipia,Laikipia Central,Lamuria,-0.06497,36.79982,Hospital
St Joseph Catholic Dispensary (Ruiru),Kiambu,Ruiru,Githurai,-1.19973,36.92644,Hospital
St Joseph Clinic (Muranga),Murang'a,Kiharu,Muranga,-0.713561,37.1602,Hospital
St Joseph Dispensary (Kabaa),Machakos,Mwala,Mwala,-1.24256,37.40433,Hospital
St Joseph Hospital,Narok,Trans Mara West - Dikirr,Kilgoris,-1.00421,34.87382,Hospital
St Joseph Kavisuni Dispensary,Kitui,Katulani,Kavisuni Market,-1.67956,37.92347,Hospital
St Joseph Maledi Clinic,Kwale,Msambweni,Lunga Lunga,-4.44943,39.12749,Hospital
St Joseph Medical Clinic (Kangundo),Machakos,Matungulu,Tala,-1.29281,37.3029,Hospital
St Joseph Medical Clinic (Thika),Murang'a,Gatanga, ,-0.904477,36.9041,Hospital
St Joseph Medical Clinic (Yathui),Machakos,Mwala,Wamunyu,-1.47528,37.5796,Hospital
St Joseph Medical Clinic Kathiani,Machakos,Kathiani,Kathiani Market,-1.41214,37.33182,Hospital
St Joseph Mission Dispensary Chumvini,Taita Taveta,Taveta,Chumvini,-3.20944,37.71416,Hospital
St Joseph Mission Hospital,Migori,Migori,Migori Town,-1.070833,34.474722,Hospital
St Joseph Mukasa Dispensary,Nairobi,Roysambu,Next to kamiti  maximum prison,-1.1784,36.90694,Hospital
St Joseph Nursing Home,Nakuru,Molo,Molo,-0.24752,35.72708,Hospital
St Joseph Nursing Home,Nairobi,Kamukunji,Eastleigh town,-1.27049,36.84592,Hospital
St Joseph School (Kabaa),Machakos,Mwala,Mwala,-1.22982,37.4369,Hospital
St Joseph W Dispensary (Westlands),Nairobi,Westlands,Nairobi,-1.27104,36.7391,Hospital
St Joseph's Boys National School Disp,Trans Nzoia,Trans Nzoia West,Kitale,0.97843,34.97437,Hospital
St Joseph's Dispensary (Dagoretti),Nairobi,Dagoretti South,Riruta Satellite,-1.30268,36.74152,Hospital
St Joseph's Dispensary (Machakos),Machakos,Machakos,Kimutwa,-1.57773,37.31327,Hospital
St Joseph's Girls High School Disp,Trans Nzoia,Trans Nzoia West,Kitale,0.97836,34.97231,Hospital
St Joseph's Medical Clinic,Machakos,Matungulu,Malaa Market,-1.27653,37.13963,Hospital
St Joseph's Nyansiongo Health Centre,Nyamira,Borabu,Nyansiongo,-0.79446,35.01508,Hospital
St Joseph's Obaga Dispensary,Siaya,Rarieda,Aram,-0.20671,34.32469,Hospital
St Joseph's Shelter of Hope,Taita Taveta,Voi,Voi,-3.39082,38.53897,Hospital
St Joy Afya Clinic,Meru,Igembe South,Kanuni Market,0.18678,37.96061,Hospital
St Jude Catholic Dispensary,Uasin Gishu,Eldoret West,Eldoret,0.59946,35.06113,Hospital
St Jude Clinic,Kirinyaga,Kirinyaga West,Kibingoti,-0.56923,37.18777,Hospital
St Jude Health Centre (Icipe),Homa Bay,Mbita,Mbita,-0.4303,34.20602,Hospital
St Jude Medical Clinic,Embu,Manyatta,Ngiiri Market,-0.42171,37.88026,Hospital
St Jude Medical Clinic,Kiambu,Limuru,Kamirithu,-1.14445,36.66193,Hospital
St Jude Medical Clinic (Maragua),Murang'a,Muranga South,Maragua,-0.79295,37.1303,Hospital
St Jude Theddeus Mc,Trans Nzoia,Trans Nzoia West,Kitale,1.00336,34.9189,Hospital
St Jude's Clinic,Kisumu,Kisumu East,Kisumu,-0.08062,34.7709,Hospital
St Jude's Health Centre,Nairobi,Dagoretti North,Kinyanjui Road,-1.29065,36.75233,Hospital
St Jude's Medical Centre,Nairobi,Embakasi Central,Nairobi,-1.26595,36.91027,Hospital
St Judes Medical Clinic,Kajiado,Kajiado North,Kiserian,-0.52765,36.1654,Hospital
St Judes Nursing Hospital,Kiambu,Gatundu,Gatundu,-1.01707,36.91497,Hospital
St Kevina Dispensary,Uasin Gishu,Eldoret West,Eldoret,0.518,35.299,Hospital
St Kizito Health Centre,Migori,Kuria West,Kehancha,-1.1914,34.61312,Hospital
St Kizito Mission,Machakos,Yatta,Kambi Ya Mawe,-1.08673,37.39067,Hospital
St Ladislaus Dispensary,Uasin Gishu,Wareng,Eldoret,0.47491,35.25598,Hospital
St Lawrence Dispensary,Nyandarua,Nyandarua South, ,-0.60822,36.57894,Hospital
St Leonard Hospital,Kericho,Kericho,Kericho,-0.36141,35.27374,Hospital
St Louis Community Hospital,Nairobi,Roysambu,just behind auncle sams bar,-1.21221,36.89538,Hospital
St Lucy Medical Clinic,Kiambu,Kikuyu,Zambezi,-1.21091,36.65886,Hospital
St Lucy's Hospital,Tharaka Nithi,Meru South,Chuka Town,-0.32092,37.66036,Hospital
St Luke Clinic,Nakuru,Nakuru,Near Sec 58,-0.32164,36.14591,Hospital
St Luke Medical Care Clinic,Kiambu,Thika West, ,-1.10524,37.01793,Hospital
St Luke Medical Centre,Nakuru,Nakuru North,Kanfarm,-0.27674,36.17808,Hospital
St Luke's (ACK) Hospital Kaloleni,Kilifi,Kaloleni,Kaloleni,-3.81187,39.6331,Hospital
St Lukes (Kona) Health Centre,Nairobi,Dagoretti South,Nairobi,-1.2887,36.7359,Hospital
St Lukes (Molo),Nakuru,Molo,Turi,-0.30987,35.72954,Hospital
St Lukes Cottage Hospital,Meru,Meru Central,Kiamuri Market,-0.06174,37.85816,Hospital
St Luke's Health Centre (Mbita),Homa Bay,Mbita,Sena,-0.47592,34.06407,Hospital
St Luke's Hospital,Kisumu,Kisumu East,Kisumu,-0.10616,34.76167,Hospital
St Lukes Orthopaedic and Trauma Hospital,Uasin Gishu,Eldoret East,Eldoret,0.5103,35.28429,Hospital
St Luke's The Physician Medical Centre,Kiambu,Ruiru,Githurai 45,-1.20851,36.91694,Hospital
St Mac's Hospital,Nairobi,Kibra,Laini Saba Market,-1.31198,36.7979,Hospital
St Margret Family Care Clinic,Kiambu,Thika West, ,-1.07444,36.9855,Hospital
St Mark Maternity,Machakos,Matungulu,Tala,-1.27092,37.32349,Hospital
St Mark Medical Clinic,Nakuru,Nakuru,Near Racecourse Estate,-0.30867,36.06729,Hospital
St Mark Medical Clinic,Kiambu,Kiambu,Kiamu Town,-1.1701,36.82702,Hospital
St Mark Medical Clinic (Kangundo),Machakos,Matungulu,Tala,-1.29281,37.3029,Hospital
St Mark Medical Clinic (Nairobi East),Nairobi,Embakasi North,Nairobi,-1.24064,36.9098,Hospital
St Marks,Nyeri,Kieni East,chaka,-0.21,37.00236,Hospital
St Marks Dispensary (Kariene),Meru,Meru Central,Kariene Market,-0.04513,37.67914,Hospital
St Marks Hospital,Kiambu,Kiambu,Kiamumbi,-1.18759,36.89501,Hospital
St Marks Kigari Teachers College Dispensary,Embu,Manyatta,Manyatta,-0.44324,37.4733,Hospital
St Mark's Lela Dispensary,Kisumu,Kisumu West,Kisian,-0.07363,34.69519,Hospital
St Marks Medical Clinic,Nyeri,Kieni East,Chaka,-0.215,37.00236,Hospital
St Mark's Medical Clinic,Kiambu,Ruiru, ,-1.07444,36.9855,Hospital
St Martin De Porres (Mobile),Nakuru,Kuresoi,Mau-Sammit,-0.150804,35.707,Hospital
St Martin De Porres (Static),Nakuru,Kuresoi,Mau-Sammit,-0.20174,35.69617,Hospital
St Martin Medical Clinic,Makueni,Kibwezi,Machinery,-2.5239,38.02896,Hospital
St Mary (ACK) Dispensary (Ngariama),Kirinyaga,Kirinyaga East,Karia,-0.44485,37.38938,Hospital
St Mary (ACK) Mugumo Dispensary,Kirinyaga,Kirinyaga East,Kimunye,-0.42916,37.30891,Hospital
St Mary Health Centre (Kiserian),Kajiado,Kajiado North,Kiserian,-1.4024,36.6832,Hospital
St Mary Health Clinic,Kirinyaga,Kirinyaga North,Kagio,-0.37671,37.15474,Hospital
St Mary Health Services,Kiambu,Thika West, ,-1.16463,36.82342,Hospital
St Mary Laboratory (Mwea),Kirinyaga,Kirinyaga South,Mururi,-0.61046,37.3477,Hospital
St Mary Magdalene Kanjuu Dispensary,Kirinyaga,Kirinyaga East,Kanjuu,-0.53307,37.40937,Hospital
St Mary Medical Clinic (Nakuru North),Nakuru,Nakuru North,Maili-Tisa,-0.22785,36.12178,Hospital
St Mary Medical Clinic Gatundu,Kiambu,Gatundu North,Kamwangi,-0.99097,36.95068,Hospital
St Marys Clinic (Kangema),Murang'a,Muranga West,Kangema,-0.686593,36.961,Hospital
St Mary's Dispensary,Machakos,Masinga,Masinga,-0.858839,37.36264,Hospital
St Mary's Dispensary (Lugari),Kakamega,Lugari,Pan Paper,0.7386,34.99994,Hospital
St Marys Dispensary (Mwala),Machakos,Mwala,Mwala,-1.25209,37.3905,Hospital
St Mary's Health Centre,Nairobi,Roysambu,Nairobi,-1.24396,36.8928,Hospital
St Mary's Health Centre (Mbita),Homa Bay,Mbita,Mbita,-0.4365,34.20394,Hospital
St Mary's Health Services,Nairobi,Roysambu,Githurai 45,-1.20354,36.91569,Hospital
St Mary's Health Unit Chelelemuk,Busia,Teso North,Angurai,0.69175,34.36065,Hospital
St Mary's Hospital (Gilgil),Nakuru,Gilgil,Gilgil,-0.41433,36.25722,Hospital
St Mary's Hospital (Mumias),Kakamega,Mumias,Mumias,0.32683,34.49899,Hospital
St Mary's Kalokol Primary Health Care Programme,Turkana,Turkana Central,Kalokol,3.53543,35.86137,Hospital
St Mary's Kapsoya Dispensary,Uasin Gishu,Eldoret East,Eldoret,0.52191,35.30399,Hospital
St Mary's Medical Clinic,Nairobi,Kibra,Makina,-1.31197,36.78365,Hospital
St Mary's Medical Clinic,Nairobi,Embakasi Central,Nairobi,-1.28031,36.8912,Hospital
St Marys Medical Clinic (Kiaragana),Embu,Embu East,Runyenjes,-0.42466,37.60883,Hospital
St Mary's Medical Clinic (Malindi),Kilifi,Magarini,Marereni,-2.86033,40.14977,Hospital
St Mary's Medical Clinic (Muranga South),Murang'a,Kigumo,Muthithi,-0.816981,37.0375,Hospital
St Mary's Medical Clinic (Ruiru),Kiambu,Ruiru,Ruiru,-1.14894,36.94808,Hospital
St Marys Medical Clinic (Runyenjes),Embu,Embu East,Runyenjes,-0.41687,37.56883,Hospital
St Mary's Medical Clinic(Mwingi Central),Kitui,Mwingi Central,Mwingi Town,-0.94232,38.06525,Hospital
St Mary's Mission Hospital,Nairobi,Langata,Otiende estate,-1.32193,36.77411,Hospital
St Mary's Mission International Medical Clinic,Kiambu,Gatundu,Gatundu,-1.01251,36.90515,Hospital
St Mary's Mother & Child Medical Services,Kiambu,Kiambu,Kiambu Town,-1.17033,36.82813,Hospital
St Marys Msabaha Catholic Dispensary,Kilifi,Malindi,Msabaha village,-3.26492,40.0516,Hospital
St Marys Nguviu Dispensary,Embu,Manyatta,Kibugu,-0.43103,37.44415,Hospital
St Mary's Yala Dispensary,Siaya,Gem,Yala Township,0.09468,34.53172,Hospital
St Mathews and Sarah Dispensary,Nyandarua,Mirangine,Nyahururu,-0.18437,36.24555,Hospital
St Mathews Kandaria Dispensary,Siaya,Rarieda,Nyilima,-0.1261,34.41533,Hospital
St Mathews Maternity and Lab Services,Kajiado,Kajiado North,Kitengela,-1.47483,36.96118,Hospital
St Maurice Medical Services,Nairobi,Embakasi Central,Umoja  Market,-1.28193,36.90218,Hospital
St Mercelline Roo Dispensary (Suba),Homa Bay,Suba,Sindo,-0.55831,34.12547,Hospital
St Michael (Miaani) Mission Dispensary,Machakos,Machakos,Kola,-1.6645,37.0407,Hospital
St Michael Clinic,Nairobi,Dagoretti South,Nairobi,-1.30366,36.7977,Hospital
St Michael Community Nursing Home,Nairobi,Roysambu,near kahawa west market,-1.18332,36.90372,Hospital
St Michael Dispensary,Elgeyo Marakwet,Marakwet East,Kapsowar,1.20794,35.58999,Hospital
St Michael Dispensary (Kangaita),Nyeri,Tetu,Kangaita,-0.047401,37.1771,Hospital
St Michael Goodwill Medical Clinic,Kiambu,Ruiru,Toll town,-1.12954,36.98322,Hospital
St Michael Medical Clinic,Machakos,Mwala,Masii,-1.4625,37.43824,Hospital
St Michael Medical Clinic (Nyeri South),Nyeri,Mukurweini,Mukurweini Town,-0.34126,36.59732,Hospital
St Michael Medical Clinic -Kangundo,Machakos,Kangundo,Kangundo,-1.30243,37.34575,Hospital
St Michael Medical Services,Machakos,Athi River,Mlolongo,-1.39482,36.94245,Hospital
St Michael Nursing Home,Embu,Embu East,Runyenjes,-0.42404,37.57075,Hospital
St Michaels Uzima Laboratories Clinic,Nyandarua,Kinangop,Fly Over Town,-0.86279,36.5664,Hospital
St Monica Catholic Dispensary (Nguutani),Kitui,Mwingi West,Nguutani,-1.02916,37.88386,Hospital
St Monica Dispensary,Nyeri,Nyeri South,Othaya Town,-0.529353,36.9652,Hospital
St Monica Hospital,Kisumu,Kisumu East,Kisumu,-0.0422,34.76971,Hospital
St Monica Medical Clinic (Dundori),Nakuru,Nakuru North,Dundori,-0.28159,36.1655,Hospital
St Monica Rapogi Health Centre,Migori,Uriri,Rapogi,-0.90759,34.47152,Hospital
St Monica's Nakwamekwi Dispensary,Turkana,Turkana Central,Lodwar,3.17834,35.57017,Hospital
St Mulumba Mission Hospital,Kiambu,Thika West,Thika,-1.05501,37.10317,Hospital
St Nicholas Medical Clinic,Embu,Manyatta,Embu,-0.44278,37.43777,Hospital
St Norah's Clinc,Nyamira,Borabu,Nyaramba,-0.5627,34.97295,Hospital
ST Olivia Health Care,Kiambu,Limuru,Kabuku,-1.14696,36.66398,Hospital
St Orsola Mission Hospital,Tharaka Nithi,Tharaka South,Chiakariga,-0.31621,37.90028,Hospital
St Patrick Health Care Centre,Nairobi,Embakasi Central,Kayole,-1.26742,36.91829,Hospital
St Patrick Medical Centre,Nairobi,Ruaraka,Just behind babadogo catholic church,-1.25542,36.86627,Hospital
St Patricks Dispensary,Mombasa,Changamwe,Mombasa,-4.01189,39.63454,Hospital
St Patrick's Kanamkemer Dispensary,Turkana,Turkana Central,Lodwar,3.10728,35.60373,Hospital
St Paul Dispensary,Siaya,Ugunja,Ugunja Township,0.16325,34.29315,Hospital
St Paul Kiamuri (ACK) Dispensary,Murang'a,Kiharu,one kilometre from kaweru market,-0.66212,37.10299,Hospital
St Paul Medical Clinic (Makutano),Machakos,Mwala,Mwala,-1.41289,37.47095,Hospital
St Pauline Medical Clinic,Murang'a,Muranga South,Kabati,-0.96674,37.11694,Hospital
St Pauline Nursing Home and Marternity,Kakamega,Kakamega East (Shinyalu),Shinyalu,0.22805,34.81351,Hospital
St Pauls Ejinja Dispensary,Kakamega,Matungu, ,0.40245,34.44805,Hospital
St Paul's Health Centre,Homa Bay,Homa Bay,Homa-Bay,-0.52283,34.46236,Hospital
St Paul's Hospital,Kajiado,Kajiado North,Kitengela,-1.48654,36.95421,Hospital
St Paul's Medical Clinic (Malindi),Kilifi,Malindi,Madunguni,-3.11,39.58471,Hospital
